YEAR,IRSEX,CATAG7,INCOME,EDUCCAT2,Nervous_99,Nervous_1,Nervous_2,Nervous_3,Nervous_4,Nervous_5,Nervous_94,Nervous_97,Nervous_85,Nervous_98,Nervous_89,Nervous_skip,Nervous_any,Nervous_no,Nervous_others,num_people,Hopeless_99,Hopeless_1,Hopeless_2,Hopeless_3,Hopeless_4,Hopeless_5,Hopeless_94,Hopeless_97,Hopeless_85,Hopeless_98,Hopeless_89,Hopeless_skip,Hopeless_any,Hopeless_no,Hopeless_others,Restless_99,Restless_1,Restless_2,Restless_3,Restless_4,Restless_5,Restless_94,Restless_97,Restless_85,Restless_98,Restless_89,Restless_skip,Restless_any,Restless_no,Restless_others
2004,2,6,4,2,NA,3,7,11,34,21,2,NA,NA,NA,NA,NA,55,21,2,78,NA,3,8,10,16,40,NA,1,NA,NA,NA,NA,37,40,1,NA,7,2,10,23,35,NA,1,NA,NA,NA,NA,42,35,1
2004,2,6,4,3,NA,2,18,34,48,30,2,1,NA,NA,NA,NA,102,30,3,135,NA,2,13,18,25,77,NA,NA,NA,NA,NA,NA,58,77,NA,NA,NA,19,23,45,48,NA,NA,NA,NA,NA,NA,87,48,NA
2004,2,6,4,4,NA,4,33,98,120,68,NA,2,NA,NA,NA,NA,255,68,2,325,NA,3,22,47,76,176,NA,1,NA,NA,NA,NA,148,176,1,NA,5,20,72,116,111,NA,1,NA,NA,NA,NA,213,111,1
2004,2,7,1,1,NA,45,56,111,163,204,6,5,1,NA,NA,NA,375,204,12,591,NA,29,43,99,120,293,4,2,1,NA,NA,NA,291,293,7,NA,36,42,122,142,241,4,3,1,NA,NA,NA,342,241,8
2004,2,7,1,2,NA,30,59,153,193,164,3,4,NA,NA,NA,NA,435,164,7,606,NA,29,48,97,123,300,4,5,NA,NA,NA,NA,297,300,9,NA,36,54,112,163,232,4,5,NA,NA,NA,NA,365,232,9
2004,2,7,1,3,NA,16,41,69,87,57,2,NA,NA,NA,NA,NA,213,57,2,272,NA,11,30,47,63,119,2,NA,NA,NA,NA,NA,151,119,2,NA,15,33,58,77,87,2,NA,NA,NA,NA,NA,183,87,2
2004,2,7,1,4,NA,2,14,29,35,21,NA,1,NA,NA,NA,NA,80,21,1,102,NA,2,10,23,22,44,NA,1,NA,NA,NA,NA,57,44,1,NA,5,7,21,33,34,1,1,NA,NA,NA,NA,66,34,2
2004,2,7,2,1,NA,16,34,68,133,146,NA,2,NA,NA,NA,NA,251,146,2,399,NA,10,25,55,87,217,1,4,NA,NA,NA,NA,177,217,5,NA,8,24,71,112,180,1,3,NA,NA,NA,NA,215,180,4
2004,2,7,2,2,NA,31,94,236,437,296,6,2,NA,NA,NA,NA,798,296,8,1102,NA,21,63,147,240,624,5,2,NA,NA,NA,NA,471,624,7,NA,24,83,201,343,441,8,2,NA,NA,NA,NA,651,441,10
2004,2,7,2,3,NA,18,71,166,246,142,6,NA,NA,NA,NA,NA,501,142,6,649,NA,17,47,112,125,342,6,NA,NA,NA,NA,NA,301,342,6,NA,14,56,146,193,235,5,NA,NA,NA,NA,NA,409,235,5
2004,2,7,2,4,NA,6,46,118,127,91,NA,2,NA,NA,NA,NA,297,91,2,390,NA,3,35,62,81,208,NA,1,NA,NA,NA,NA,181,208,1,NA,4,28,83,127,146,NA,2,NA,NA,NA,NA,242,146,2
2004,2,7,3,1,NA,2,9,16,28,22,NA,1,NA,NA,NA,NA,55,22,1,78,NA,4,5,13,15,39,NA,2,NA,NA,NA,NA,37,39,2,NA,2,9,13,17,36,NA,1,NA,NA,NA,NA,41,36,1
2004,2,7,3,2,NA,13,29,98,150,116,NA,1,NA,NA,NA,NA,290,116,1,407,NA,9,27,42,82,246,NA,1,NA,NA,NA,NA,160,246,1,NA,8,28,85,142,142,1,1,NA,NA,NA,NA,263,142,2
2004,2,7,3,3,NA,10,28,89,142,96,1,NA,NA,NA,NA,NA,269,96,1,366,NA,6,19,65,71,205,NA,NA,NA,NA,NA,NA,161,205,NA,NA,6,30,70,113,146,1,NA,NA,NA,NA,NA,219,146,1
2004,2,7,3,4,NA,8,32,97,142,75,NA,1,NA,NA,NA,NA,279,75,1,355,NA,5,15,48,80,206,1,NA,NA,NA,NA,NA,148,206,1,NA,5,24,68,132,125,1,NA,NA,NA,NA,NA,229,125,1
2004,2,7,4,1,NA,2,5,3,17,20,NA,NA,NA,NA,NA,NA,27,20,NA,47,NA,1,2,5,8,31,NA,NA,NA,NA,NA,NA,16,31,NA,NA,1,4,4,16,22,NA,NA,NA,NA,NA,NA,25,22,NA
2004,2,7,4,2,NA,3,30,91,145,70,NA,NA,NA,1,NA,NA,269,70,1,340,NA,6,16,41,72,203,1,NA,NA,1,NA,NA,135,203,2,NA,3,19,68,129,119,1,NA,NA,1,NA,NA,219,119,2
2004,2,7,4,3,NA,12,32,111,194,118,2,2,NA,NA,NA,NA,349,118,4,471,NA,4,23,44,92,304,2,2,NA,NA,NA,NA,163,304,4,NA,3,30,105,146,183,2,2,NA,NA,NA,NA,284,183,4
2004,2,7,4,4,NA,11,76,233,353,180,1,2,NA,NA,NA,NA,673,180,3,856,NA,5,24,104,192,528,1,2,NA,NA,NA,NA,325,528,3,NA,6,46,169,282,350,1,2,NA,NA,NA,NA,503,350,3
2005,1,1,1,5,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,NA,NA,NA,578,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,NA,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,NA,NA,NA
2005,1,1,2,5,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA,1108,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA
2005,1,1,3,5,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,NA,NA,536,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,NA,NA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,NA,NA
2005,1,1,4,5,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,NA,NA,NA,823,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,NA,NA,NA,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,NA,NA,NA
2005,1,2,1,5,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,NA,561,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,NA,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,NA
2005,1,2,2,5,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA,1108,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA
2005,1,2,3,5,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,NA,NA,NA,633,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,NA,NA,NA,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,NA,NA,NA
2005,1,2,4,5,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917,NA,NA,NA,917,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917,NA,NA,NA,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917,NA,NA,NA
2005,1,3,1,5,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,NA,561,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,NA,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,NA
2005,1,3,2,5,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1011,NA,NA,1,1012,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1011,NA,NA,1,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1011,NA,NA,1
2005,1,3,3,5,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,665,NA,NA,1,666,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,665,NA,NA,1,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,665,NA,NA,1
2005,1,3,4,5,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,NA,NA,922,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,NA,NA,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,NA,NA
2005,1,4,1,1,NA,22,33,56,92,135,8,3,NA,NA,NA,NA,203,135,11,349,NA,26,30,41,72,173,3,4,NA,NA,NA,NA,169,173,7,NA,28,32,51,69,160,5,4,NA,NA,NA,NA,180,160,9
2005,1,4,1,2,NA,19,36,119,147,173,2,3,NA,1,NA,NA,321,173,6,500,NA,20,36,72,99,268,1,3,NA,1,NA,NA,227,268,5,NA,18,55,84,124,215,NA,3,NA,1,NA,NA,281,215,4
2005,1,4,1,3,NA,8,30,88,136,63,1,1,NA,NA,NA,NA,262,63,2,327,NA,5,23,52,76,169,1,1,NA,NA,NA,NA,156,169,2,NA,7,29,87,90,112,1,1,NA,NA,NA,NA,213,112,2
2005,1,4,1,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA
2005,1,4,2,1,NA,22,32,78,112,134,8,2,NA,1,NA,NA,244,134,11,389,NA,20,32,57,70,199,8,2,NA,1,NA,NA,179,199,11,NA,23,38,61,87,168,8,3,NA,1,NA,NA,209,168,12
2005,1,4,2,2,NA,9,51,111,155,157,5,3,NA,NA,NA,NA,326,157,8,491,NA,21,36,73,113,242,3,3,NA,NA,NA,NA,243,242,6,NA,20,43,93,112,216,4,3,NA,NA,NA,NA,268,216,7
2005,1,4,2,3,NA,9,18,51,56,55,NA,NA,NA,NA,NA,NA,134,55,NA,189,NA,11,14,35,33,96,NA,NA,NA,NA,NA,NA,93,96,NA,NA,10,24,40,43,72,NA,NA,NA,NA,NA,NA,117,72,NA
2005,1,4,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2005,1,4,3,1,NA,5,14,33,66,43,1,NA,NA,NA,NA,NA,118,43,1,162,NA,7,9,25,29,91,NA,1,NA,NA,NA,NA,70,91,1,NA,6,19,30,40,66,NA,1,NA,NA,NA,NA,95,66,1
2005,1,4,3,2,NA,11,16,49,87,76,1,1,NA,NA,NA,NA,163,76,2,241,NA,11,15,43,50,120,1,1,NA,NA,NA,NA,119,120,2,NA,10,25,53,58,94,1,NA,NA,NA,NA,NA,146,94,1
2005,1,4,3,3,NA,2,13,30,39,34,1,NA,NA,NA,NA,NA,84,34,1,119,NA,4,10,15,23,66,1,NA,NA,NA,NA,NA,52,66,1,NA,2,11,30,26,49,1,NA,NA,NA,NA,NA,69,49,1
2005,1,4,3,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2005,1,4,4,1,NA,4,27,52,76,59,2,NA,NA,NA,NA,NA,159,59,2,220,NA,8,17,32,55,108,NA,NA,NA,NA,NA,NA,112,108,NA,NA,11,21,40,60,88,NA,NA,NA,NA,NA,NA,132,88,NA
2005,1,4,4,2,NA,10,27,68,118,102,2,4,NA,1,NA,NA,223,102,7,332,NA,11,23,47,66,177,3,4,NA,1,NA,NA,147,177,8,NA,13,32,57,79,143,4,3,NA,1,NA,NA,181,143,8
2005,1,4,4,3,NA,3,12,71,89,41,2,1,NA,NA,NA,NA,175,41,3,219,NA,2,15,36,59,105,1,1,NA,NA,NA,NA,112,105,2,NA,4,27,61,59,66,1,1,NA,NA,NA,NA,151,66,2
2005,1,5,1,1,NA,30,23,53,98,162,5,2,NA,NA,NA,NA,204,162,7,373,NA,24,23,48,69,203,5,1,NA,NA,NA,NA,164,203,6,NA,26,26,53,79,184,4,1,NA,NA,NA,NA,184,184,5
2005,1,5,1,2,NA,23,25,65,114,143,6,4,NA,NA,NA,NA,227,143,10,380,NA,20,31,46,82,195,3,3,NA,NA,NA,NA,179,195,6,NA,28,32,50,95,168,4,3,NA,NA,NA,NA,205,168,7
2005,1,5,1,3,NA,22,47,147,194,126,1,NA,NA,NA,NA,NA,410,126,1,537,NA,14,48,94,127,254,NA,NA,NA,NA,NA,NA,283,254,NA,NA,26,41,129,155,185,1,NA,NA,NA,NA,NA,351,185,1
2005,1,5,1,4,NA,6,34,79,99,45,NA,1,NA,NA,NA,NA,218,45,1,264,NA,6,19,42,78,118,NA,1,NA,NA,NA,NA,145,118,1,NA,8,33,68,86,68,NA,1,NA,NA,NA,NA,195,68,1
2005,1,5,2,1,NA,26,26,54,122,172,6,4,NA,1,NA,NA,228,172,11,411,NA,28,29,40,90,214,6,3,NA,1,NA,NA,187,214,10,NA,24,34,54,88,199,8,3,NA,1,NA,NA,200,199,12
2005,1,5,2,2,NA,27,63,137,244,311,3,7,NA,NA,NA,NA,471,311,10,792,NA,39,47,93,163,439,2,9,NA,NA,NA,NA,342,439,11,NA,44,58,120,190,369,2,9,NA,NA,NA,NA,412,369,11
2005,1,5,2,3,NA,14,43,127,225,174,NA,3,NA,NA,NA,NA,409,174,3,586,NA,9,39,92,142,301,1,2,NA,NA,NA,NA,282,301,3,NA,21,57,117,158,231,NA,2,NA,NA,NA,NA,353,231,2
2005,1,5,2,4,NA,4,27,104,133,55,1,NA,NA,NA,NA,NA,268,55,1,324,NA,6,11,64,74,168,1,NA,NA,NA,NA,NA,155,168,1,NA,7,32,85,105,94,1,NA,NA,NA,NA,NA,229,94,1
2005,1,5,3,1,NA,6,5,14,19,29,NA,1,NA,NA,NA,NA,44,29,1,74,NA,6,5,10,11,41,NA,1,NA,NA,NA,NA,32,41,1,NA,9,3,14,14,33,NA,1,NA,NA,NA,NA,40,33,1
2005,1,5,3,2,NA,6,14,48,91,79,2,NA,NA,NA,NA,NA,159,79,2,240,NA,8,13,30,54,133,2,NA,NA,NA,NA,NA,105,133,2,NA,14,15,44,50,115,2,NA,NA,NA,NA,NA,123,115,2
2005,1,5,3,3,NA,6,18,58,78,49,1,NA,NA,NA,NA,NA,160,49,1,210,NA,7,10,34,43,115,1,NA,NA,NA,NA,NA,94,115,1,NA,8,17,51,66,67,1,NA,NA,NA,NA,NA,142,67,1
2005,1,5,3,4,NA,2,11,36,46,28,3,NA,NA,NA,NA,NA,95,28,3,126,NA,1,6,17,26,74,2,NA,NA,NA,NA,NA,50,74,2,NA,3,10,31,50,30,2,NA,NA,NA,NA,NA,94,30,2
2005,1,5,4,1,NA,2,6,6,13,32,1,NA,NA,NA,NA,NA,27,32,1,60,NA,3,6,9,8,33,NA,1,NA,NA,NA,NA,26,33,1,NA,4,2,10,9,34,NA,1,NA,NA,NA,NA,25,34,1
2005,1,5,4,2,NA,7,12,40,83,68,3,1,NA,NA,NA,NA,142,68,4,214,NA,7,12,26,39,127,2,1,NA,NA,NA,NA,84,127,3,NA,9,9,35,58,100,2,1,NA,NA,NA,NA,111,100,3
2005,1,5,4,3,NA,8,36,83,111,73,NA,NA,NA,NA,NA,NA,238,73,NA,311,NA,9,18,52,73,159,NA,NA,NA,NA,NA,NA,152,159,NA,NA,10,39,73,79,109,NA,1,NA,NA,NA,NA,201,109,1
2005,1,5,4,4,NA,7,22,56,78,35,NA,NA,NA,NA,NA,NA,163,35,NA,198,NA,4,12,32,50,100,NA,NA,NA,NA,NA,NA,98,100,NA,NA,7,22,48,58,63,NA,NA,NA,NA,NA,NA,135,63,NA
2005,1,6,1,1,NA,9,14,26,32,73,3,NA,NA,1,NA,NA,81,73,4,158,NA,12,12,19,29,81,4,NA,NA,1,NA,NA,72,81,5,NA,11,16,21,33,73,3,NA,NA,1,NA,NA,81,73,4
2005,1,6,1,2,NA,10,7,23,35,49,1,2,NA,NA,NA,NA,75,49,3,127,NA,10,9,19,22,64,1,2,NA,NA,NA,NA,60,64,3,NA,7,14,22,25,55,2,2,NA,NA,NA,NA,68,55,4
2005,1,6,1,3,NA,7,7,13,26,22,NA,1,NA,NA,NA,NA,53,22,1,76,NA,8,8,7,23,30,NA,NA,NA,NA,NA,NA,46,30,NA,NA,7,9,12,25,23,NA,NA,NA,NA,NA,NA,53,23,NA
2005,1,6,1,4,NA,4,6,15,16,13,NA,NA,NA,NA,NA,NA,41,13,NA,54,NA,NA,3,12,21,18,NA,NA,NA,NA,NA,NA,36,18,NA,NA,3,4,14,16,17,NA,NA,NA,NA,NA,NA,37,17,NA
2005,1,6,2,1,NA,10,8,34,53,108,2,3,NA,NA,NA,NA,105,108,5,218,NA,13,11,23,38,130,1,2,NA,NA,NA,NA,85,130,3,NA,10,13,24,50,118,1,2,NA,NA,NA,NA,97,118,3
2005,1,6,2,2,NA,14,14,82,125,145,4,2,NA,NA,NA,NA,235,145,6,386,NA,6,19,49,86,220,4,2,NA,NA,NA,NA,160,220,6,NA,16,21,70,100,173,5,1,NA,NA,NA,NA,207,173,6
2005,1,6,2,3,NA,7,20,57,107,92,1,1,NA,NA,NA,NA,191,92,2,285,NA,5,15,32,61,169,2,1,NA,NA,NA,NA,113,169,3,NA,5,24,53,82,118,2,1,NA,NA,NA,NA,164,118,3
2005,1,6,2,4,NA,6,17,63,78,41,2,NA,NA,NA,NA,NA,164,41,2,207,NA,4,12,33,65,92,1,NA,NA,NA,NA,NA,114,92,1,NA,4,25,50,66,61,1,NA,NA,NA,NA,NA,145,61,1
2005,1,6,3,1,NA,1,4,10,10,20,NA,NA,NA,NA,NA,NA,25,20,NA,45,NA,3,4,8,6,24,NA,NA,NA,NA,NA,NA,21,24,NA,NA,3,2,9,9,22,NA,NA,NA,NA,NA,NA,23,22,NA
2005,1,6,3,2,NA,1,8,29,49,66,1,2,NA,NA,NA,NA,87,66,3,156,NA,3,5,10,34,102,1,1,NA,NA,NA,NA,52,102,2,NA,1,8,28,38,78,2,1,NA,NA,NA,NA,75,78,3
2005,1,6,3,3,NA,5,6,35,72,46,NA,NA,NA,NA,NA,NA,118,46,NA,164,NA,4,9,22,25,104,NA,NA,NA,NA,NA,NA,60,104,NA,NA,6,9,32,55,62,NA,NA,NA,NA,NA,NA,102,62,NA
2005,1,6,3,4,NA,1,9,40,69,33,NA,NA,NA,NA,NA,NA,119,33,NA,152,NA,1,2,26,41,82,NA,NA,NA,NA,NA,NA,70,82,NA,NA,NA,13,38,53,48,NA,NA,NA,NA,NA,NA,104,48,NA
2005,1,6,4,1,NA,NA,1,4,4,12,NA,NA,NA,NA,NA,NA,9,12,NA,21,NA,1,NA,2,4,14,NA,NA,NA,NA,NA,NA,7,14,NA,NA,NA,NA,6,6,9,NA,NA,NA,NA,NA,NA,12,9,NA
2005,1,6,4,2,NA,3,5,13,31,34,NA,NA,NA,NA,NA,NA,52,34,NA,86,NA,3,3,5,16,59,NA,NA,NA,NA,NA,NA,27,59,NA,NA,3,1,18,22,42,NA,NA,NA,NA,NA,NA,44,42,NA
2005,1,6,4,3,NA,1,11,18,55,45,NA,NA,NA,NA,NA,NA,85,45,NA,130,NA,1,7,14,26,82,NA,NA,NA,NA,NA,NA,48,82,NA,NA,4,12,20,40,54,NA,NA,NA,NA,NA,NA,76,54,NA
2005,1,6,4,4,NA,2,14,52,103,69,NA,2,NA,NA,NA,NA,171,69,2,242,NA,2,6,25,40,167,NA,2,NA,NA,NA,NA,73,167,2,NA,3,15,45,92,85,NA,2,NA,NA,NA,NA,155,85,2
2005,1,7,1,1,NA,15,27,56,92,153,1,NA,NA,NA,NA,NA,190,153,1,344,NA,18,23,54,57,191,1,NA,NA,NA,NA,NA,152,191,1,NA,20,23,57,76,167,1,NA,NA,NA,NA,NA,176,167,1
2005,1,7,1,2,NA,11,22,56,86,128,NA,4,NA,NA,NA,NA,175,128,4,307,NA,7,23,44,56,174,NA,3,NA,NA,NA,NA,130,174,3,NA,13,21,57,78,135,NA,3,NA,NA,NA,NA,169,135,3
2005,1,7,1,3,NA,9,19,42,36,46,NA,NA,NA,NA,NA,NA,106,46,NA,152,NA,10,17,21,38,66,NA,NA,NA,NA,NA,NA,86,66,NA,NA,8,21,35,41,47,NA,NA,NA,NA,NA,NA,105,47,NA
2005,1,7,1,4,NA,8,7,27,27,21,2,NA,NA,NA,NA,NA,69,21,2,92,NA,3,8,14,18,48,1,NA,NA,NA,NA,NA,43,48,1,NA,NA,9,20,32,29,2,NA,NA,NA,NA,NA,61,29,2
2005,1,7,2,1,NA,11,17,75,129,227,3,1,NA,NA,NA,NA,232,227,4,463,NA,16,13,52,88,290,2,2,NA,NA,NA,NA,169,290,4,NA,11,17,71,103,256,2,3,NA,NA,NA,NA,202,256,5
2005,1,7,2,2,NA,9,36,138,294,389,2,3,NA,NA,NA,NA,477,389,5,871,NA,6,32,94,160,574,1,4,NA,NA,NA,NA,292,574,5,NA,17,44,136,236,434,1,3,NA,NA,NA,NA,433,434,4
2005,1,7,2,3,NA,9,22,77,164,165,NA,3,NA,NA,NA,NA,272,165,3,440,NA,3,22,47,86,279,NA,3,NA,NA,NA,NA,158,279,3,NA,4,28,79,140,186,NA,3,NA,NA,NA,NA,251,186,3
2005,1,7,2,4,NA,4,14,63,124,99,2,NA,NA,NA,NA,NA,205,99,2,306,NA,5,11,29,68,192,1,NA,NA,NA,NA,NA,113,192,1,NA,4,13,52,107,129,1,NA,NA,NA,NA,NA,176,129,1
2005,1,7,3,1,NA,1,3,13,22,39,NA,1,NA,NA,NA,NA,39,39,1,79,NA,2,1,3,19,53,NA,1,NA,NA,NA,NA,25,53,1,NA,2,3,9,18,46,NA,1,NA,NA,NA,NA,32,46,1
2005,1,7,3,2,NA,5,17,59,186,176,NA,1,NA,1,NA,NA,267,176,2,445,NA,3,17,37,86,299,NA,2,NA,1,NA,NA,143,299,3,NA,2,18,60,143,219,NA,2,NA,1,NA,NA,223,219,3
2005,1,7,3,3,NA,1,15,64,136,98,NA,NA,NA,NA,NA,NA,216,98,NA,314,NA,NA,13,32,57,212,NA,NA,NA,NA,NA,NA,102,212,NA,NA,3,12,65,104,130,NA,NA,NA,NA,NA,NA,184,130,NA
2005,1,7,3,4,NA,5,12,73,151,109,2,NA,NA,NA,NA,NA,241,109,2,352,NA,4,9,38,65,236,NA,NA,NA,NA,NA,NA,116,236,NA,NA,3,19,67,130,132,NA,1,NA,NA,NA,NA,219,132,1
2005,1,7,4,1,NA,NA,7,7,25,42,1,NA,NA,NA,NA,NA,39,42,1,82,NA,NA,3,5,11,60,2,1,NA,NA,NA,NA,19,60,3,NA,NA,3,12,17,48,1,1,NA,NA,NA,NA,32,48,2
2005,1,7,4,2,NA,9,11,68,121,158,1,NA,NA,NA,NA,NA,209,158,1,368,NA,1,5,31,69,260,1,1,NA,NA,NA,NA,106,260,2,NA,4,9,58,105,189,2,1,NA,NA,NA,NA,176,189,3
2005,1,7,4,3,NA,3,13,76,171,170,NA,NA,NA,NA,NA,NA,263,170,NA,433,NA,3,4,31,72,323,NA,NA,NA,NA,NA,NA,110,323,NA,NA,3,15,58,157,200,NA,NA,NA,NA,NA,NA,233,200,NA
2005,1,7,4,4,NA,5,53,178,391,284,2,3,NA,1,NA,NA,627,284,6,917,NA,5,11,60,157,680,NA,3,NA,1,NA,NA,233,680,4,NA,9,30,165,331,379,NA,2,NA,1,NA,NA,535,379,3
2005,2,1,1,5,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,NA,NA,NA,551,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,NA,NA,NA,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,NA,NA,NA
2005,2,1,2,5,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA,1078,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA
2005,2,1,3,5,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA,568,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA
2005,2,1,4,5,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,NA,NA,NA,780,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,NA,NA,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,NA,NA,NA
2005,2,2,1,5,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,NA,NA,NA,577,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,NA,NA,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,NA,NA,NA
2005,2,2,2,5,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,NA,NA,NA,1139,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,NA,NA,NA,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,NA,NA,NA
2005,2,2,3,5,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,NA,NA,664,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,NA,NA,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,NA,NA
2005,2,2,4,5,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NA,NA,NA,801,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NA,NA,NA,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NA,NA,NA
2005,2,3,1,5,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,534,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA
2005,2,3,2,5,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,NA,NA,NA,1081,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,NA,NA,NA,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,NA,NA,NA
2005,2,3,3,5,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,NA,NA,NA,599,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,NA,NA,NA,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,NA,NA,NA
2005,2,3,4,5,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,NA,NA,NA,881,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,NA,NA,NA,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,NA,NA,NA
2005,2,4,1,1,NA,21,46,63,100,114,4,2,NA,NA,NA,NA,230,114,6,350,NA,23,30,61,81,149,4,2,NA,NA,NA,NA,195,149,6,NA,27,23,67,79,150,3,1,NA,NA,NA,NA,196,150,4
