"hryear4","prtage","hufaminc","pesex","avg_tech_use","n"
2015,4,3,1,92.8571428571429,42
2015,4,3,2,84.7826086956522,46
2015,4,4,1,79.0697674418605,43
2015,4,4,2,81.5384615384615,65
2015,4,5,1,89.1304347826087,46
2015,4,5,2,85.4166666666667,48
2015,4,6,1,81.9277108433735,83
2015,4,6,2,86.9565217391304,92
2015,4,7,1,87.218045112782,133
2015,4,7,2,91.8181818181818,110
2015,4,8,1,94.2857142857143,105
2015,4,8,2,86.4864864864865,111
2015,4,9,1,89.2561983471074,121
2015,4,9,2,92.9203539823009,113
2015,4,10,1,86.6666666666667,105
2015,4,10,2,92.2222222222222,90
2015,4,11,1,89.9441340782123,179
2015,4,11,2,94.375,160
2015,4,12,1,90.9677419354839,155
2015,4,12,2,90.9547738693467,199
2015,4,13,1,92.3371647509579,261
2015,4,13,2,92.7927927927928,222
2015,4,14,1,95.578231292517,294
2015,4,14,2,93.7282229965157,287
2015,4,15,1,96.8944099378882,322
2015,4,15,2,94.7712418300653,306
2015,4,16,1,93.7931034482759,290
2015,4,16,2,95.4887218045113,266
2015,5,1,1,89.4366197183099,142
2015,5,1,2,92.2705314009662,207
2015,5,2,1,90.3614457831325,83
2015,5,2,2,90,90
2015,5,3,1,94.8979591836735,98
2015,5,3,2,90.9090909090909,99
2015,5,4,1,75,96
2015,5,4,2,88.8157894736842,152
2015,5,5,1,93.0232558139535,86
2015,5,5,2,97.196261682243,107
2015,5,6,1,93.7888198757764,161
2015,5,6,2,90.7407407407407,162
2015,5,7,1,91.5178571428571,224
2015,5,7,2,88.5826771653543,254
2015,5,8,1,90.5109489051095,274
2015,5,8,2,91.9413919413919,273
2015,5,9,1,91.6349809885932,263
2015,5,9,2,90.9774436090226,266
2015,5,10,1,88.0952380952381,210
2015,5,10,2,93.75,224
2015,5,11,1,91.1357340720222,361
2015,5,11,2,92.9577464788732,355
2015,5,12,1,91.304347826087,345
2015,5,12,2,95.1219512195122,328
2015,5,13,1,93.0521091811414,403
2015,5,13,2,96.0591133004926,406
2015,5,14,1,95.4441913439636,439
2015,5,14,2,94.6261682242991,428
2015,5,15,1,93.3481152993348,451
2015,5,15,2,93.7027707808564,397
2015,5,16,1,92.9618768328446,341
2015,5,16,2,89.5384615384615,325
2015,6,1,1,84.9246231155779,199
2015,6,1,2,80,240
2015,6,2,1,86.734693877551,98
2015,6,2,2,87.4015748031496,127
2015,6,3,1,82.1052631578947,95
2015,6,3,2,85.8333333333333,120
2015,6,4,1,86.986301369863,146
2015,6,4,2,84.2105263157895,209
2015,6,5,1,87.248322147651,149
2015,6,5,2,88.125,160
2015,6,6,1,89.8832684824903,257
2015,6,6,2,88.7372013651877,293
2015,6,7,1,90.6515580736544,353
2015,6,7,2,89.4206549118388,397
2015,6,8,1,88.3886255924171,422
2015,6,8,2,89.5833333333333,432
2015,6,9,1,86.4406779661017,413
2015,6,9,2,85.8796296296296,432
2015,6,10,1,89.8263027295285,403
2015,6,10,2,90.5109489051095,411
2015,6,11,1,91.2230215827338,695
2015,6,11,2,92.5816023738872,674
2015,6,12,1,91.3165266106443,714
2015,6,12,2,92.7849927849928,693
2015,6,13,1,94.2946058091286,964
2015,6,13,2,94.7019867549669,906
2015,6,14,1,93.4736842105263,950
2015,6,14,2,94.1986234021632,1017
2015,6,15,1,92.0652173913043,920
2015,6,15,2,93.429158110883,974
2015,6,16,1,92.7209705372617,577
2015,6,16,2,93.3333333333333,600
2015,7,1,1,73.0654761904762,672
2015,7,1,2,74.0350877192982,855
2015,7,2,1,72.0101781170484,393
2015,7,2,2,71.6730038022814,526
2015,7,3,1,71.3513513513514,555
2015,7,3,2,71.5765247410817,869
2015,7,4,1,70.5080545229244,807
2015,7,4,2,70.8641975308642,1215
2015,7,5,1,72.1485411140583,754
2015,7,5,2,71.5686274509804,1122
2015,7,6,1,74.1545893719807,1242
2015,7,6,2,74.2625795257374,1729
2015,7,7,1,77.5893397940642,1651
2015,7,7,2,77.8672985781991,2110
2015,7,8,1,80.9664113140837,1697
2015,7,8,2,81.7483189241114,2082
2015,7,9,1,83.3764888658726,1931
2015,7,9,2,83.7873462214411,2276
2015,7,10,1,84.3657817109145,1695
2015,7,10,2,85.6621480709072,1918
2015,7,11,1,88.5856079404466,2821
2015,7,11,2,88.9068564036222,3092
2015,7,12,1,90.2219140083218,2884
2015,7,12,2,89.7540983606557,3172
2015,7,13,1,91.7860037827614,3701
2015,7,13,2,92.309670781893,3888
2015,7,14,1,92.4350940017905,4468
2015,7,14,2,92.1916010498688,4572
2015,7,15,1,93.3032839665164,4659
2015,7,15,2,93.3591231463572,4653
2015,7,16,1,93.6758893280632,3795
2015,7,16,2,93.2996543472481,3761
2015,NA,1,1,68.0555555555556,432
2015,NA,1,2,70.4156479217604,409
2015,NA,2,1,67.4698795180723,249
2015,NA,2,2,66.9039145907473,281
2015,NA,3,1,72.2222222222222,234
2015,NA,3,2,78.1746031746032,252
2015,NA,4,1,73.6596736596737,429
2015,NA,4,2,68.6567164179104,402
2015,NA,5,1,71.6867469879518,332
2015,NA,5,2,69.3121693121693,378
2015,NA,6,1,74.2718446601942,618
2015,NA,6,2,73.3913043478261,575
2015,NA,7,1,71.4663143989432,757
2015,NA,7,2,69.5530726256983,716
2015,NA,8,1,75.6601607347876,871
2015,NA,8,2,72.7272727272727,770
2015,NA,9,1,76.2812872467223,839
2015,NA,9,2,75.8823529411765,850
2015,NA,10,1,78.5615491009682,723
2015,NA,10,2,75.4558204768583,713
2015,NA,11,1,79.8831385642738,1198
2015,NA,11,2,79.3162393162393,1170
2015,NA,12,1,79.0677966101695,1180
2015,NA,12,2,77.634011090573,1082
2015,NA,13,1,79.4136392606756,1569
2015,NA,13,2,79.5104895104895,1430
2015,NA,14,1,81.055900621118,1932
2015,NA,14,2,80.4025423728814,1888
2015,NA,15,1,82.1312238250349,2149
2015,NA,15,2,80.5896805896806,2035
2015,NA,16,1,81.800518134715,1544
2015,NA,16,2,80.5574439157036,1471
2015,NA,NA,NA,0,20705
2017,4,1,1,91.0891089108911,101
2017,4,1,2,91.7525773195876,97
2017,4,2,1,87.5,48
2017,4,2,2,87.5,40
2017,4,3,1,88.5714285714286,35
2017,4,3,2,76.4705882352941,34
2017,4,4,1,87.037037037037,54
2017,4,4,2,77.2727272727273,66
2017,4,5,1,92.8571428571429,42
2017,4,5,2,93.3333333333333,45
2017,4,6,1,82.6666666666667,75
2017,4,6,2,86.0759493670886,79
2017,4,7,1,86.4864864864865,111
2017,4,7,2,90,110
2017,4,8,1,84.5360824742268,97
2017,4,8,2,85.2272727272727,88
2017,4,9,1,87.1287128712871,101
2017,4,9,2,90.625,96
2017,4,10,1,85.9504132231405,121
2017,4,10,2,89.2857142857143,112
2017,4,11,1,88.6666666666667,150
2017,4,11,2,90.7894736842105,152
2017,4,12,1,89.937106918239,159
2017,4,12,2,92.1875,128
2017,4,13,1,89.237668161435,223
2017,4,13,2,94.059405940594,202
2017,4,14,1,92.9577464788732,284
2017,4,14,2,93.9130434782609,230
2017,4,15,1,92.1686746987952,332
2017,4,15,2,91.98606271777,287
2017,4,16,1,91.3793103448276,290
2017,4,16,2,93.6254980079681,251
2017,5,1,1,88,175
2017,5,1,2,87.4371859296482,199
2017,5,2,1,89.4736842105263,76
2017,5,2,2,88.1188118811881,101
2017,5,3,1,84.2105263157895,76
2017,5,3,2,76.271186440678,59
2017,5,4,1,90.625,96
2017,5,4,2,82.9545454545455,88
2017,5,5,1,87.6404494382023,89
2017,5,5,2,85.5555555555556,90
2017,5,6,1,86.1788617886179,123
2017,5,6,2,85.1239669421488,121
2017,5,7,1,87.7272727272727,220
2017,5,7,2,82.4884792626728,217
2017,5,8,1,90.4761904761905,168
2017,5,8,2,91.5730337078652,178
2017,5,9,1,83.6575875486381,257
2017,5,9,2,89.4117647058824,255
2017,5,10,1,89.4977168949772,219
2017,5,10,2,88.8888888888889,234
2017,5,11,1,86.6438356164384,292
2017,5,11,2,90.3614457831325,332
2017,5,12,1,92.5,320
2017,5,12,2,90.7643312101911,314
2017,5,13,1,91.304347826087,414
2017,5,13,2,90.9535452322738,409
2017,5,14,1,89.4495412844037,436
2017,5,14,2,95.1100244498778,409
2017,5,15,1,92.9936305732484,471
2017,5,15,2,92.6991150442478,452
2017,5,16,1,92.3497267759563,366
2017,5,16,2,91.2921348314607,356
2017,6,1,1,80.3191489361702,188
2017,6,1,2,81.1059907834101,217
2017,6,2,1,78.0821917808219,73
2017,6,2,2,88.5714285714286,105
2017,6,3,1,79.3103448275862,87
2017,6,3,2,88.9830508474576,118
2017,6,4,1,79.6296296296296,108
2017,6,4,2,80.1369863013699,146
2017,6,5,1,75.5555555555556,90
2017,6,5,2,78.8617886178862,123
2017,6,6,1,84.5132743362832,226
2017,6,6,2,83.9662447257384,237
2017,6,7,1,84.0909090909091,308
2017,6,7,2,85.0299401197605,334
2017,6,8,1,85.1973684210526,304
2017,6,8,2,87.125748502994,334
2017,6,9,1,85.7831325301205,415
2017,6,9,2,88.7323943661972,426
2017,6,10,1,85.8208955223881,402
2017,6,10,2,88.1516587677725,422
2017,6,11,1,89.7897897897898,666
2017,6,11,2,91.9282511210762,669
2017,6,12,1,91.0236220472441,635
2017,6,12,2,92.8333333333333,600
2017,6,13,1,93.5738444193912,887
2017,6,13,2,92.1052631578947,912
2017,6,14,1,92.3965351299326,1039
2017,6,14,2,93.5089369708373,1063
2017,6,15,1,93.5176358436606,1049
2017,6,15,2,94.5841392649903,1034
2017,6,16,1,92.8275862068966,725
2017,6,16,2,93.854033290653,781
2017,7,1,1,62.1035058430718,599
2017,7,1,2,68.9567430025445,786
2017,7,2,1,64.1618497109827,346
2017,7,2,2,63.8157894736842,456
2017,7,3,1,61.5808823529412,544
2017,7,3,2,60.8747044917258,846
2017,7,4,1,60.258064516129,775
2017,7,4,2,60.9798775153106,1143
2017,7,5,1,63.5846372688478,703
2017,7,5,2,64.1938674579624,1011
2017,7,6,1,66.1616161616162,1188
2017,7,6,2,69.221260815822,1618
2017,7,7,1,71.5260545905707,1612
2017,7,7,2,71.6043539990535,2113
2017,7,8,1,74.3472584856397,1532
2017,7,8,2,74.909654104285,1937
2017,7,9,1,78.4641068447412,1797
2017,7,9,2,79.3857608189856,2149
2017,7,10,1,80.2325581395349,1806
2017,7,10,2,80.8337326305702,2087
2017,7,11,1,86.5109269027882,2654
2017,7,11,2,86.5131578947368,3040
2017,7,12,1,88.0512091038407,2812
2017,7,12,2,88.7939533355242,3043
2017,7,13,1,90.0243309002433,3699
2017,7,13,2,90.2224521469219,3866
2017,7,14,1,91.6273849607183,4455
2017,7,14,2,91.5232076705165,4589
2017,7,15,1,91.6325336454067,5127
2017,7,15,2,91.5218230977211,5178
2017,7,16,1,92.319441413921,4583
2017,7,16,2,91.8720852764823,4503
2017,NA,1,1,62.4671916010499,381
2017,NA,1,2,67.8378378378378,370
2017,NA,2,1,72.1951219512195,205
2017,NA,2,2,73.2394366197183,213
2017,NA,3,1,71.3692946058091,241
2017,NA,3,2,66.6666666666667,192
2017,NA,4,1,66.1184210526316,304
2017,NA,4,2,71.7770034843206,287
2017,NA,5,1,74.4027303754266,293
2017,NA,5,2,72.65625,256
2017,NA,6,1,76.7097966728281,541
2017,NA,6,2,68.4322033898305,472
2017,NA,7,1,71.0294117647059,680
2017,NA,7,2,72.7544910179641,668
2017,NA,8,1,77.2151898734177,632
2017,NA,8,2,72.755905511811,635
2017,NA,9,1,75.5020080321285,747
2017,NA,9,2,76.5603328710125,721
2017,NA,10,1,74.9315068493151,730
2017,NA,10,2,74.8579545454545,704
2017,NA,11,1,79.17760279965,1143
2017,NA,11,2,79.1590493601463,1094
2017,NA,12,1,75.8708581138488,1177
2017,NA,12,2,79.980563654033,1029
2017,NA,13,1,81.6964285714286,1568
2017,NA,13,2,80.2547770700637,1413
2017,NA,14,1,79.4922847187656,2009
2017,NA,14,2,80.2879291251384,1806
2017,NA,15,1,79.9268404206676,2187
2017,NA,15,2,81.6086547507055,2126
2017,NA,16,1,80.4782820888238,2049
2017,NA,16,2,82.438238453276,1862
2017,NA,NA,NA,0,19894
2019,4,1,1,80.5194805194805,77
2019,4,1,2,80.9523809523809,84
2019,4,2,1,74.0740740740741,27
2019,4,2,2,80,30
2019,4,3,1,91.304347826087,46
2019,4,3,2,89.1891891891892,37
2019,4,4,1,97.2972972972973,37
2019,4,4,2,90.625,64
2019,4,5,1,88.0952380952381,42
2019,4,5,2,90.625,32
2019,4,6,1,85.2941176470588,68
2019,4,6,2,90.4761904761905,42
2019,4,7,1,89.2857142857143,56
2019,4,7,2,88,75
2019,4,8,1,88.75,80
2019,4,8,2,85.7142857142857,70
2019,4,9,1,90.3846153846154,104
2019,4,9,2,86.3636363636364,88
2019,4,10,1,84.6153846153846,130
2019,4,10,2,88.9908256880734,109
2019,4,11,1,93.75,144
2019,4,11,2,90.983606557377,122
2019,4,12,1,95.3488372093023,172
2019,4,12,2,93.8271604938272,162
2019,4,13,1,89.5287958115183,191
2019,4,13,2,91.1949685534591,159
2019,4,14,1,92.9292929292929,297
2019,4,14,2,89.1213389121339,239
2019,4,15,1,89.9713467048711,349
2019,4,15,2,87.7551020408163,294
2019,4,16,1,93.127147766323,291
2019,4,16,2,95.8333333333333,288
2019,5,1,1,82.7586206896552,116
2019,5,1,2,81.25,144
2019,5,2,1,91.0714285714286,56
2019,5,2,2,77.4193548387097,62
2019,5,3,1,81.25,48
2019,5,3,2,93.1034482758621,58
2019,5,4,1,83.6065573770492,61
2019,5,4,2,87.9120879120879,91
2019,5,5,1,98.2758620689655,58
2019,5,5,2,88.5714285714286,70
2019,5,6,1,91.1764705882353,102
2019,5,6,2,94.1176470588235,102
2019,5,7,1,82.6086956521739,138
2019,5,7,2,88.1118881118881,143
2019,5,8,1,84.4594594594595,148
2019,5,8,2,88.4615384615385,156
2019,5,9,1,91.2568306010929,183
2019,5,9,2,92.0398009950249,201
2019,5,10,1,77.9661016949153,177
2019,5,10,2,87.0466321243523,193
2019,5,11,1,94.4852941176471,272
2019,5,11,2,91.449814126394,269
2019,5,12,1,92.0454545454545,264
2019,5,12,2,89.5582329317269,249
2019,5,13,1,90.3903903903904,333
2019,5,13,2,89.6755162241888,339
2019,5,14,1,89.9103139013453,446
2019,5,14,2,93.5028248587571,354
2019,5,15,1,92.1348314606742,445
2019,5,15,2,92.8374655647383,363
2019,5,16,1,90.4176904176904,407
2019,5,16,2,91.0493827160494,324
2019,6,1,1,82.2222222222222,135
2019,6,1,2,93.4065934065934,182
2019,6,2,1,77.3584905660377,53
2019,6,2,2,86.0759493670886,79
2019,6,3,1,85.7142857142857,63
2019,6,3,2,88.5057471264368,87
2019,6,4,1,81.1111111111111,90
2019,6,4,2,88.4955752212389,113
2019,6,5,1,84.2857142857143,70
2019,6,5,2,85.8695652173913,92
2019,6,6,1,85,140
2019,6,6,2,83.4394904458599,157
2019,6,7,1,90.1408450704225,213
2019,6,7,2,90.6779661016949,236
2019,6,8,1,88.0597014925373,268
2019,6,8,2,84.1772151898734,316
2019,6,9,1,88.7459807073955,311
2019,6,9,2,91.2087912087912,364
2019,6,10,1,86.8421052631579,380
2019,6,10,2,89.344262295082,366
2019,6,11,1,88.4543761638734,537
2019,6,11,2,89.7247706422018,545
2019,6,12,1,93.3333333333333,615
2019,6,12,2,93.8671209540034,587
2019,6,13,1,88.0541871921182,812
2019,6,13,2,90.5569007263923,826
2019,6,14,1,91.0243902439024,1025
2019,6,14,2,91.812865497076,1026
2019,6,15,1,92.5501432664756,1047
2019,6,15,2,92.5069380203515,1081
2019,6,16,1,92.436974789916,833
2019,6,16,2,93.6342592592593,864
2019,7,1,1,68.4630738522954,501
2019,7,1,2,67.5,600
2019,7,2,1,68.1451612903226,248
2019,7,2,2,70.0831024930748,361
2019,7,3,1,62.2377622377622,429
2019,7,3,2,62.4590163934426,610
2019,7,4,1,64.9068322981366,644
2019,7,4,2,66.1122661122661,962
2019,7,5,1,67.0807453416149,644
2019,7,5,2,65.466816647919,889
2019,7,6,1,69.4825765575502,947
2019,7,6,2,70,1320
2019,7,7,1,72.8506787330317,1326
2019,7,7,2,73.7808376362593,1743
2019,7,8,1,75.3834355828221,1304
2019,7,8,2,76.2941176470588,1700
2019,7,9,1,79.0726052471019,1639
2019,7,9,2,81.2563840653728,1958
2019,7,10,1,80.7281858129316,1593
2019,7,10,2,84.0809628008753,1828
2019,7,11,1,87.1858261227853,2427
2019,7,11,2,88.3051457358762,2779
2019,7,12,1,89.4108586830959,2597
2019,7,12,2,89.7922636103152,2792
2019,7,13,1,90.5260011954573,3346
2019,7,13,2,90.7014681892333,3678
2019,7,14,1,90.9253464461332,4474
2019,7,14,2,90.8762228838792,4702
2019,7,15,1,92.5043244282145,5203
2019,7,15,2,92.6152668834896,5227
2019,7,16,1,93.036750483559,5170
2019,7,16,2,93.1222071109384,5147
2019,NA,1,1,66.1654135338346,266
2019,NA,1,2,67.843137254902,255
2019,NA,2,1,79.6992481203008,133
2019,NA,2,2,75.3623188405797,138
2019,NA,3,1,74.4444444444444,180
2019,NA,3,2,77.5510204081633,147
2019,NA,4,1,76.1702127659574,235
2019,NA,4,2,78.47533632287,223
2019,NA,5,1,80.1980198019802,202
2019,NA,5,2,74.8743718592965,199
2019,NA,6,1,76.5714285714286,350
2019,NA,6,2,74.1741741741742,333
2019,NA,7,1,74.7916666666667,480
2019,NA,7,2,77.6053215077605,451
2019,NA,8,1,74.2160278745645,574
2019,NA,8,2,70.8582834331337,501
2019,NA,9,1,74.438202247191,712
2019,NA,9,2,78.2414307004471,671
2019,NA,10,1,73.8461538461539,650
2019,NA,10,2,76.5112262521589,579
2019,NA,11,1,77.4619289340101,985
2019,NA,11,2,79.2035398230089,904
2019,NA,12,1,80.2443991853361,982
2019,NA,12,2,77.8125,960
2019,NA,13,1,78.663629460896,1317
2019,NA,13,2,76.6990291262136,1236
2019,NA,14,1,80.1699716713881,1765
2019,NA,14,2,81.1275964391691,1685
2019,NA,15,1,82.3363165332077,2123
2019,NA,15,2,81.4213197969543,1970
2019,NA,16,1,82.3199251637044,2138
2019,NA,16,2,82.2082931533269,2074
2019,NA,NA,NA,0,20753
2021,4,1,1,75.4098360655738,61
2021,4,1,2,93.6170212765958,47
2021,4,2,1,87.5,16
2021,4,2,2,95.4545454545455,22
2021,4,3,1,92.5925925925926,27
2021,4,3,2,89.6551724137931,29
2021,4,4,1,93.3333333333333,30
2021,4,4,2,70.5882352941177,34
2021,4,5,1,88.2352941176471,17
2021,4,5,2,91.6666666666667,24
2021,4,6,1,84,50
2021,4,6,2,86.2745098039216,51
2021,4,7,1,85.7142857142857,70
2021,4,7,2,94.4444444444444,54
2021,4,8,1,90.7692307692308,65
2021,4,8,2,88.5714285714286,70
2021,4,9,1,94.1860465116279,86
2021,4,9,2,91.025641025641,78
2021,4,10,1,88.4615384615385,78
2021,4,10,2,90.8045977011494,87
2021,4,11,1,92.1428571428571,140
2021,4,11,2,93.2203389830508,118
2021,4,12,1,90.0709219858156,141
2021,4,12,2,95.2830188679245,106
2021,4,13,1,90.3030303030303,165
2021,4,13,2,93.8356164383562,146
2021,4,14,1,86.9791666666667,192
2021,4,14,2,91.4772727272727,176
2021,4,15,1,87.2509960159363,251
2021,4,15,2,92.7966101694915,236
2021,4,16,1,95.3947368421053,304
2021,4,16,2,93.3852140077821,257
2021,5,1,1,87.0967741935484,93
2021,5,1,2,90.9090909090909,99
2021,5,2,1,86.3636363636364,44
2021,5,2,2,82.3529411764706,51
2021,5,3,1,92,25
2021,5,3,2,92.8571428571429,42
2021,5,4,1,90,60
2021,5,4,2,78.1818181818182,55
2021,5,5,1,89.3617021276596,47
2021,5,5,2,91.6666666666667,48
2021,5,6,1,84.7222222222222,72
2021,5,6,2,81.8181818181818,88
2021,5,7,1,88.8888888888889,117
2021,5,7,2,91.6666666666667,120
2021,5,8,1,88.5245901639344,122
2021,5,8,2,91.9354838709677,124
2021,5,9,1,87.719298245614,171
2021,5,9,2,92.6136363636364,176
2021,5,10,1,91.6666666666667,156
2021,5,10,2,89.9408284023669,169
2021,5,11,1,89.4117647058824,255
2021,5,11,2,94.7368421052632,209
2021,5,12,1,87.8260869565217,230
2021,5,12,2,89.7119341563786,243
2021,5,13,1,90.228013029316,307
2021,5,13,2,89.0909090909091,330
2021,5,14,1,91.6666666666667,396
2021,5,14,2,91.9075144508671,346
2021,5,15,1,92.271662763466,427
2021,5,15,2,90.7246376811594,345
2021,5,16,1,94.2857142857143,385
2021,5,16,2,92.8774928774929,351
2021,6,1,1,87.5,96
2021,6,1,2,86.7549668874172,151
2021,6,2,1,87.1794871794872,39
2021,6,2,2,87.5,56
2021,6,3,1,82.3529411764706,51
2021,6,3,2,91.5254237288136,59
2021,6,4,1,86.2068965517241,58
2021,6,4,2,90,100
2021,6,5,1,86.7924528301887,53
2021,6,5,2,84.2105263157895,57
2021,6,6,1,89.8305084745763,118
2021,6,6,2,86.8965517241379,145
2021,6,7,1,88.3040935672515,171
2021,6,7,2,91.4141414141414,198
2021,6,8,1,89.047619047619,210
2021,6,8,2,86.8686868686869,198
2021,6,9,1,90.2439024390244,287
2021,6,9,2,89.3103448275862,290
2021,6,10,1,89.4339622641509,265
2021,6,10,2,89.2,250
2021,6,11,1,87.9350348027842,431
2021,6,11,2,89.237668161435,446
2021,6,12,1,90.2834008097166,494
2021,6,12,2,91.0179640718563,501
2021,6,13,1,91.5773353751914,653
2021,6,13,2,92.7469135802469,648
2021,6,14,1,91.0313901345291,892
2021,6,14,2,92.3165137614679,872
2021,6,15,1,91.8781725888325,985
2021,6,15,2,92.5542916235781,967
2021,6,16,1,93.1899641577061,837
2021,6,16,2,92.3950056753689,881
2021,7,1,1,74.3119266055046,436
2021,7,1,2,73.9776951672863,538
2021,7,2,1,78.7234042553192,188
2021,7,2,2,76.271186440678,236
2021,7,3,1,67.5287356321839,348
2021,7,3,2,71.1409395973154,447
2021,7,4,1,67.962962962963,540
2021,7,4,2,71.8181818181818,770
2021,7,5,1,69.5652173913043,483
2021,7,5,2,69.2789968652038,638
2021,7,6,1,73.3256351039261,866
2021,7,6,2,75.9717314487633,1132
2021,7,7,1,76.9589552238806,1072
2021,7,7,2,77.9569892473118,1488
2021,7,8,1,81.8181818181818,1100
2021,7,8,2,82.6647564469914,1396
2021,7,9,1,81.4456035767511,1342
2021,7,9,2,83.2914572864322,1592
2021,7,10,1,83.3088235294118,1360
2021,7,10,2,83.6976889444097,1601
2021,7,11,1,88.1572714353387,2111
2021,7,11,2,88.4871155444721,2406
2021,7,12,1,89.612676056338,2272
2021,7,12,2,90.149136577708,2548
2021,7,13,1,90.7470870459219,2918
2021,7,13,2,90.407156076496,3242
2021,7,14,1,90.9412955465587,3952
2021,7,14,2,91.0265613783202,4179
2021,7,15,1,91.4694059848146,4478
2021,7,15,2,91.4095449500555,4505
2021,7,16,1,91.4830841856806,5084
2021,7,16,2,91.7459032975926,4943
2021,NA,1,1,73.4615384615385,260
2021,NA,1,2,70.2586206896552,232
2021,NA,2,1,66.3865546218487,119
2021,NA,2,2,71.1711711711712,111
2021,NA,3,1,68.6440677966102,118
2021,NA,3,2,76.7857142857143,112
2021,NA,4,1,73.0769230769231,208
2021,NA,4,2,72.5609756097561,164
2021,NA,5,1,67.8832116788321,137
2021,NA,5,2,74.1935483870968,155
2021,NA,6,1,81.5864022662889,353
2021,NA,6,2,73.1884057971015,276
2021,NA,7,1,77.3778920308483,389
2021,NA,7,2,80.8184143222506,391
2021,NA,8,1,75.4060324825986,431
2021,NA,8,2,76.5957446808511,376
2021,NA,9,1,77.6146788990826,545
2021,NA,9,2,77.6371308016878,474
2021,NA,10,1,77.0562770562771,462
2021,NA,10,2,74.8031496062992,508
2021,NA,11,1,80.9644670050761,788
2021,NA,11,2,78.8903924221921,739
2021,NA,12,1,75.7160647571607,803
2021,NA,12,2,78.8436268068331,761
2021,NA,13,1,81.1002661934339,1127
2021,NA,13,2,78.6181139122316,1071
2021,NA,14,1,77.8357235984355,1534
2021,NA,14,2,81.063122923588,1505
2021,NA,15,1,80.3452115812918,1796
2021,NA,15,2,79.0861159929701,1707
2021,NA,16,1,80.2113352545629,2082
2021,NA,16,2,78.5851780558229,2078
2021,NA,NA,NA,0,24962
2023,4,1,1,83.9285714285714,56
2023,4,1,2,94.5945945945946,74
2023,4,2,1,100,15
2023,4,2,2,95,20
2023,4,3,1,80,10
2023,4,3,2,100,17
2023,4,4,1,92.3076923076923,26
2023,4,4,2,89.4736842105263,19
2023,4,5,1,90,20
2023,4,5,2,93.5483870967742,31
2023,4,6,1,92.5,40
2023,4,6,2,84.375,32
2023,4,7,1,92.7272727272727,55
2023,4,7,2,94.7368421052632,57
2023,4,8,1,89.1891891891892,37
2023,4,8,2,91.2280701754386,57
2023,4,9,1,95.4545454545455,66
2023,4,9,2,85.5072463768116,69
2023,4,10,1,87.3239436619718,71
2023,4,10,2,87.719298245614,57
2023,4,11,1,90.7407407407407,108
2023,4,11,2,86.8131868131868,91
2023,4,12,1,86.9158878504673,107
2023,4,12,2,94.1666666666667,120
2023,4,13,1,89.6296296296296,135
2023,4,13,2,94.6308724832215,149
2023,4,14,1,92,225
2023,4,14,2,93.6170212765958,188
2023,4,15,1,92.4137931034483,290
2023,4,15,2,93.1174089068826,247
2023,4,16,1,91.4786967418546,399
2023,4,16,2,92.8753180661578,393
2023,5,1,1,81.1111111111111,90
2023,5,1,2,95.6989247311828,93
2023,5,2,1,92.3076923076923,26
2023,5,2,2,88.5714285714286,35
2023,5,3,1,89.4736842105263,19
2023,5,3,2,90.3225806451613,31
2023,5,4,1,97.8260869565217,46
2023,5,4,2,93.1818181818182,44
2023,5,5,1,96.875,32
2023,5,5,2,96.875,32
2023,5,6,1,90.4761904761905,63
2023,5,6,2,96.7741935483871,62
2023,5,7,1,90,90
2023,5,7,2,89.4117647058824,85
2023,5,8,1,87.9518072289157,83
2023,5,8,2,89.1089108910891,101
2023,5,9,1,86.3309352517986,139
2023,5,9,2,86.875,160
2023,5,10,1,92.5925925925926,135
2023,5,10,2,93.0232558139535,129
2023,5,11,1,93.5897435897436,234
2023,5,11,2,93.1034482758621,232
2023,5,12,1,92.7601809954751,221
2023,5,12,2,91.7808219178082,219
2023,5,13,1,94.2176870748299,294
2023,5,13,2,93.5606060606061,264
2023,5,14,1,91.6897506925208,361
2023,5,14,2,94.5945945945946,370
2023,5,15,1,93.3333333333333,450
2023,5,15,2,93.5064935064935,385
2023,5,16,1,93.4426229508197,549
2023,5,16,2,93.8775510204082,441
2023,6,1,1,84.8214285714286,112
2023,6,1,2,84.1121495327103,107
2023,6,2,1,95,40
2023,6,2,2,85.7142857142857,28
2023,6,3,1,84.8484848484848,33
2023,6,3,2,85.4166666666667,48
2023,6,4,1,79.0697674418605,43
2023,6,4,2,93.4426229508197,61
2023,6,5,1,84.9056603773585,53
2023,6,5,2,84.7826086956522,46
2023,6,6,1,95.2380952380952,63
2023,6,6,2,90.4761904761905,105
2023,6,7,1,91.5492957746479,142
2023,6,7,2,92.156862745098,153
2023,6,8,1,87.8048780487805,123
2023,6,8,2,92.0454545454545,176
2023,6,9,1,88.8888888888889,198
2023,6,9,2,89.1666666666667,240
2023,6,10,1,88.0530973451327,226
2023,6,10,2,87.5555555555556,225
2023,6,11,1,89.922480620155,387
2023,6,11,2,92.1465968586387,382
2023,6,12,1,91.705069124424,434
2023,6,12,2,92.3433874709977,431
2023,6,13,1,93.0015552099534,643
2023,6,13,2,92.7580893682589,649
2023,6,14,1,92.3976608187134,855
2023,6,14,2,91.8414918414918,858
2023,6,15,1,93.1034482758621,1073
2023,6,15,2,92.156862745098,1020
2023,6,16,1,92.1465968586387,1146
2023,6,16,2,91.7117117117117,1110
