"hryear4","prtage","hufaminc","pesex","avg_tech_use","n"
2003,6,NA,1,40,5
2003,6,NA,2,37.5,8
2003,7,-3,1,57.0503848845346,5716
2003,7,-3,2,53.3640279221744,6733
2003,7,-2,1,50.6849315068493,1022
2003,7,-2,2,46.7625899280576,1251
2003,7,1,1,33.2665330661323,499
2003,7,1,2,30.640243902439,656
2003,7,2,1,27.4122807017544,456
2003,7,2,2,23.7045203969129,907
2003,7,3,1,26.6666666666667,525
2003,7,3,2,22.6057906458797,898
2003,7,4,1,32.1381142098274,753
2003,7,4,2,29.2372881355932,1180
2003,7,5,1,32.2802197802198,728
2003,7,5,2,29.2572463768116,1104
2003,7,6,1,35.1351351351351,1221
2003,7,6,2,37.5843041079093,1631
2003,7,7,1,43.542654028436,1688
2003,7,7,2,45.876037091264,2049
2003,7,8,1,52.5896414342629,1757
2003,7,8,2,52.1087160262418,2134
2003,7,9,1,57.1963616907437,1869
2003,7,9,2,60.8088589311507,2077
2003,7,10,1,65.967365967366,1716
2003,7,10,2,68.1916038751346,1858
2003,7,11,1,74.0307242136064,2734
2003,7,11,2,76.2525737817433,2914
2003,7,12,1,79.8523985239852,2710
2003,7,12,2,80.0773014757554,2846
2003,7,13,1,85.2222917971196,3194
2003,7,13,2,85.53125,3200
2003,7,14,1,88.865210442195,3754
2003,7,14,2,89.6078431372549,3570
2003,7,15,1,92.9644558446317,2729
2003,7,15,2,93.6964980544747,2570
2003,7,16,1,94.7368421052632,1729
2003,7,16,2,95.1397326852977,1646
2003,7,NA,1,37.5,24
2003,7,NA,2,53.5714285714286,28
2003,NA,-3,1,73.8424821002387,2095
2003,NA,-3,2,73.33984375,2048
2003,NA,-3,NA,0,728
2003,NA,-2,1,59.8790322580645,496
2003,NA,-2,2,62.6582278481013,474
2003,NA,-2,NA,0,115
2003,NA,1,1,38.3928571428571,448
2003,NA,1,2,38,450
2003,NA,1,NA,0,141
2003,NA,2,1,42.7848101265823,395
2003,NA,2,2,41.2790697674419,344
2003,NA,2,NA,0,101
2003,NA,3,1,45.4545454545455,319
2003,NA,3,2,44.9685534591195,318
2003,NA,3,NA,0,88
2003,NA,4,1,44.1908713692946,482
2003,NA,4,2,43.7375745526839,503
2003,NA,4,NA,0,115
2003,NA,5,1,45.1901565995526,447
2003,NA,5,2,44.7236180904523,398
2003,NA,5,NA,0,98
2003,NA,6,1,49.5118549511855,717
2003,NA,6,2,51.0822510822511,693
2003,NA,6,NA,0,168
2003,NA,7,1,57.4226804123711,970
2003,NA,7,2,55.2016985138004,942
2003,NA,7,NA,0,196
2003,NA,8,1,63.663967611336,988
2003,NA,8,2,67.0961347869177,1009
2003,NA,8,NA,0,169
2003,NA,9,1,70.6563706563707,1036
2003,NA,9,2,68.7439143135346,1027
2003,NA,9,NA,0,180
2003,NA,10,1,76.5253360910031,967
2003,NA,10,2,78.0061664953751,973
2003,NA,10,NA,0,139
2003,NA,11,1,83.8688085676038,1494
2003,NA,11,2,82.6,1500
2003,NA,11,NA,0,209
2003,NA,12,1,85.3161114887831,1471
2003,NA,12,2,87.5085324232082,1465
2003,NA,12,NA,0,188
2003,NA,13,1,90.0546448087432,1830
2003,NA,13,2,90.7235621521336,1617
2003,NA,13,NA,0,189
2003,NA,14,1,93.8508064516129,1984
2003,NA,14,2,93.681917211329,1836
2003,NA,14,NA,0,284
2003,NA,15,1,97.3721590909091,1408
2003,NA,15,2,97.0909090909091,1375
2003,NA,15,NA,0,74
2003,NA,16,1,96.8862275449102,835
2003,NA,16,2,97.1499380421313,807
2003,NA,16,NA,0,45
2003,NA,NA,1,0,1
2003,NA,NA,2,50,4
2003,NA,NA,NA,0,13656
2007,4,-3,1,NA,391
2007,4,-3,2,NA,353
2007,4,-2,1,NA,145
2007,4,-2,2,NA,150
2007,4,1,1,NA,85
2007,4,1,2,NA,90
2007,4,2,1,NA,38
2007,4,2,2,NA,48
2007,4,3,1,NA,30
2007,4,3,2,NA,47
2007,4,4,1,NA,53
2007,4,4,2,NA,50
2007,4,5,1,NA,47
2007,4,5,2,NA,53
2007,4,6,1,NA,90
2007,4,6,2,NA,111
2007,4,7,1,NA,97
2007,4,7,2,NA,110
2007,4,8,1,NA,97
2007,4,8,2,NA,111
2007,4,9,1,NA,116
2007,4,9,2,NA,116
2007,4,10,1,NA,110
2007,4,10,2,NA,104
2007,4,11,1,NA,165
2007,4,11,2,NA,144
2007,4,12,1,NA,177
2007,4,12,2,NA,173
2007,4,13,1,NA,204
2007,4,13,2,NA,199
2007,4,14,1,NA,263
2007,4,14,2,NA,221
2007,4,15,1,NA,258
2007,4,15,2,NA,209
2007,4,16,1,NA,146
2007,4,16,2,NA,145
2007,4,NA,1,NA,7
2007,4,NA,2,NA,14
2007,5,-3,1,NA,527
2007,5,-3,2,NA,583
2007,5,-2,1,NA,218
2007,5,-2,2,NA,204
2007,5,1,1,NA,131
2007,5,1,2,NA,167
2007,5,2,1,NA,81
2007,5,2,2,NA,120
2007,5,3,1,NA,71
2007,5,3,2,NA,104
2007,5,4,1,NA,95
2007,5,4,2,NA,131
2007,5,5,1,NA,92
2007,5,5,2,NA,101
2007,5,6,1,NA,185
2007,5,6,2,NA,195
2007,5,7,1,NA,256
2007,5,7,2,NA,230
2007,5,8,1,NA,251
2007,5,8,2,NA,225
2007,5,9,1,NA,252
2007,5,9,2,NA,261
2007,5,10,1,NA,228
2007,5,10,2,NA,244
2007,5,11,1,NA,310
2007,5,11,2,NA,353
2007,5,12,1,NA,313
2007,5,12,2,NA,292
2007,5,13,1,NA,324
2007,5,13,2,NA,328
2007,5,14,1,NA,330
2007,5,14,2,NA,301
2007,5,15,1,NA,318
2007,5,15,2,NA,259
2007,5,16,1,NA,216
2007,5,16,2,NA,160
2007,5,NA,1,NA,4
2007,5,NA,2,NA,4
2007,6,-3,1,NA,955
2007,6,-3,2,NA,1011
2007,6,-2,1,NA,298
2007,6,-2,2,NA,243
2007,6,1,1,NA,105
2007,6,1,2,NA,160
2007,6,2,1,NA,74
2007,6,2,2,NA,119
2007,6,3,1,NA,74
2007,6,3,2,NA,110
2007,6,4,1,NA,115
2007,6,4,2,NA,131
2007,6,5,1,NA,134
2007,6,5,2,NA,153
2007,6,6,1,NA,236
2007,6,6,2,NA,284
2007,6,7,1,NA,317
2007,6,7,2,NA,376
2007,6,8,1,NA,321
2007,6,8,2,NA,377
2007,6,9,1,NA,445
2007,6,9,2,NA,460
2007,6,10,1,NA,391
2007,6,10,2,NA,372
2007,6,11,1,NA,665
2007,6,11,2,NA,632
2007,6,12,1,NA,663
2007,6,12,2,NA,684
2007,6,13,1,NA,750
2007,6,13,2,NA,774
2007,6,14,1,NA,819
2007,6,14,2,NA,851
2007,6,15,1,NA,552
2007,6,15,2,NA,621
2007,6,16,1,NA,303
2007,6,16,2,NA,312
2007,6,NA,1,NA,18
2007,6,NA,2,NA,16
2007,7,-3,1,NA,6218
2007,7,-3,2,NA,7148
2007,7,-2,1,NA,1215
2007,7,-2,2,NA,1508
2007,7,1,1,NA,401
2007,7,1,2,NA,554
2007,7,2,1,NA,288
2007,7,2,2,NA,483
2007,7,3,1,NA,415
2007,7,3,2,NA,730
2007,7,4,1,NA,640
2007,7,4,2,NA,1017
2007,7,5,1,NA,610
2007,7,5,2,NA,942
2007,7,6,1,NA,1011
2007,7,6,2,NA,1395
2007,7,7,1,NA,1343
2007,7,7,2,NA,1751
2007,7,8,1,NA,1424
2007,7,8,2,NA,1699
2007,7,9,1,NA,1538
2007,7,9,2,NA,1771
2007,7,10,1,NA,1556
2007,7,10,2,NA,1666
2007,7,11,1,NA,2387
2007,7,11,2,NA,2605
2007,7,12,1,NA,2534
2007,7,12,2,NA,2662
2007,7,13,1,NA,3079
2007,7,13,2,NA,3149
2007,7,14,1,NA,3661
2007,7,14,2,NA,3591
2007,7,15,1,NA,3408
2007,7,15,2,NA,3274
2007,7,16,1,NA,2318
2007,7,16,2,NA,2224
2007,7,NA,1,NA,71
2007,7,NA,2,NA,75
2007,NA,-3,1,NA,2243
2007,NA,-3,2,NA,2205
2007,NA,-3,NA,NA,678
2007,NA,-2,1,NA,615
2007,NA,-2,2,NA,576
2007,NA,-2,NA,NA,154
2007,NA,1,1,NA,350
2007,NA,1,2,NA,361
2007,NA,1,NA,NA,110
2007,NA,2,1,NA,259
2007,NA,2,2,NA,238
2007,NA,2,NA,NA,63
2007,NA,3,1,NA,298
2007,NA,3,2,NA,260
2007,NA,3,NA,NA,55
2007,NA,4,1,NA,323
2007,NA,4,2,NA,319
2007,NA,4,NA,NA,85
2007,NA,5,1,NA,375
2007,NA,5,2,NA,346
2007,NA,5,NA,NA,68
2007,NA,6,1,NA,578
2007,NA,6,2,NA,600
2007,NA,6,NA,NA,118
2007,NA,7,1,NA,751
2007,NA,7,2,NA,716
2007,NA,7,NA,NA,121
2007,NA,8,1,NA,819
2007,NA,8,2,NA,755
2007,NA,8,NA,NA,122
2007,NA,9,1,NA,860
2007,NA,9,2,NA,781
2007,NA,9,NA,NA,129
2007,NA,10,1,NA,751
2007,NA,10,2,NA,742
2007,NA,10,NA,NA,124
2007,NA,11,1,NA,1205
2007,NA,11,2,NA,1142
2007,NA,11,NA,NA,171
2007,NA,12,1,NA,1291
2007,NA,12,2,NA,1236
2007,NA,12,NA,NA,172
2007,NA,13,1,NA,1606
2007,NA,13,2,NA,1509
2007,NA,13,NA,NA,146
2007,NA,14,1,NA,1833
2007,NA,14,2,NA,1792
2007,NA,14,NA,NA,148
2007,NA,15,1,NA,1696
2007,NA,15,2,NA,1542
2007,NA,15,NA,NA,154
2007,NA,16,1,NA,1101
2007,NA,16,2,NA,1114
2007,NA,16,NA,NA,118
2007,NA,NA,1,NA,37
2007,NA,NA,2,NA,24
2007,NA,NA,NA,NA,14672
2009,4,-3,1,NA,357
2009,4,-3,2,NA,351
2009,4,-2,1,NA,137
2009,4,-2,2,NA,109
2009,4,1,1,NA,86
2009,4,1,2,NA,107
2009,4,2,1,NA,58
2009,4,2,2,NA,66
2009,4,3,1,NA,56
2009,4,3,2,NA,56
2009,4,4,1,NA,68
2009,4,4,2,NA,63
2009,4,5,1,NA,56
2009,4,5,2,NA,55
2009,4,6,1,NA,109
2009,4,6,2,NA,93
2009,4,7,1,NA,106
2009,4,7,2,NA,137
2009,4,8,1,NA,120
2009,4,8,2,NA,123
2009,4,9,1,NA,154
2009,4,9,2,NA,107
2009,4,10,1,NA,118
2009,4,10,2,NA,94
2009,4,11,1,NA,192
2009,4,11,2,NA,156
2009,4,12,1,NA,152
2009,4,12,2,NA,151
2009,4,13,1,NA,219
2009,4,13,2,NA,202
2009,4,14,1,NA,224
2009,4,14,2,NA,225
2009,4,15,1,NA,239
2009,4,15,2,NA,230
2009,4,16,1,NA,173
2009,4,16,2,NA,163
2009,4,NA,1,NA,9
2009,4,NA,2,NA,8
2009,5,-3,1,NA,521
2009,5,-3,2,NA,500
2009,5,-2,1,NA,216
2009,5,-2,2,NA,171
2009,5,1,1,NA,161
2009,5,1,2,NA,192
2009,5,2,1,NA,105
2009,5,2,2,NA,113
2009,5,3,1,NA,74
2009,5,3,2,NA,116
2009,5,4,1,NA,111
2009,5,4,2,NA,122
2009,5,5,1,NA,110
2009,5,5,2,NA,117
2009,5,6,1,NA,189
2009,5,6,2,NA,192
2009,5,7,1,NA,191
2009,5,7,2,NA,224
2009,5,8,1,NA,247
2009,5,8,2,NA,225
2009,5,9,1,NA,214
2009,5,9,2,NA,244
2009,5,10,1,NA,214
2009,5,10,2,NA,229
2009,5,11,1,NA,301
2009,5,11,2,NA,316
2009,5,12,1,NA,314
2009,5,12,2,NA,300
2009,5,13,1,NA,341
2009,5,13,2,NA,316
2009,5,14,1,NA,325
2009,5,14,2,NA,347
2009,5,15,1,NA,287
2009,5,15,2,NA,283
2009,5,16,1,NA,199
2009,5,16,2,NA,169
2009,5,NA,1,NA,18
2009,5,NA,2,NA,16
2009,6,-3,1,NA,898
2009,6,-3,2,NA,949
2009,6,-2,1,NA,256
2009,6,-2,2,NA,225
2009,6,1,1,NA,155
2009,6,1,2,NA,202
2009,6,2,1,NA,87
2009,6,2,2,NA,126
2009,6,3,1,NA,93
2009,6,3,2,NA,134
2009,6,4,1,NA,141
2009,6,4,2,NA,192
2009,6,5,1,NA,139
2009,6,5,2,NA,164
2009,6,6,1,NA,255
2009,6,6,2,NA,310
2009,6,7,1,NA,328
2009,6,7,2,NA,369
2009,6,8,1,NA,345
2009,6,8,2,NA,402
2009,6,9,1,NA,438
2009,6,9,2,NA,435
2009,6,10,1,NA,366
2009,6,10,2,NA,381
2009,6,11,1,NA,715
2009,6,11,2,NA,645
2009,6,12,1,NA,620
2009,6,12,2,NA,626
2009,6,13,1,NA,849
2009,6,13,2,NA,824
2009,6,14,1,NA,873
2009,6,14,2,NA,925
2009,6,15,1,NA,605
2009,6,15,2,NA,658
2009,6,16,1,NA,309
2009,6,16,2,NA,332
2009,6,NA,1,NA,30
2009,6,NA,2,NA,32
2009,7,-3,1,NA,5834
2009,7,-3,2,NA,6867
2009,7,-2,1,NA,1064
2009,7,-2,2,NA,1283
2009,7,1,1,NA,482
2009,7,1,2,NA,621
2009,7,2,1,NA,344
2009,7,2,2,NA,538
2009,7,3,1,NA,458
2009,7,3,2,NA,762
2009,7,4,1,NA,646
2009,7,4,2,NA,1053
2009,7,5,1,NA,647
2009,7,5,2,NA,982
2009,7,6,1,NA,1101
2009,7,6,2,NA,1465
2009,7,7,1,NA,1414
2009,7,7,2,NA,1818
2009,7,8,1,NA,1543
2009,7,8,2,NA,1758
2009,7,9,1,NA,1585
2009,7,9,2,NA,1831
2009,7,10,1,NA,1520
2009,7,10,2,NA,1645
2009,7,11,1,NA,2472
2009,7,11,2,NA,2652
2009,7,12,1,NA,2530
2009,7,12,2,NA,2655
2009,7,13,1,NA,3174
2009,7,13,2,NA,3235
2009,7,14,1,NA,3616
2009,7,14,2,NA,3536
2009,7,15,1,NA,3462
2009,7,15,2,NA,3334
2009,7,16,1,NA,2535
2009,7,16,2,NA,2412
2009,7,NA,1,NA,98
2009,7,NA,2,NA,104
2009,NA,-3,1,NA,2155
2009,NA,-3,2,NA,1922
2009,NA,-3,NA,NA,744
2009,NA,-2,1,NA,491
2009,NA,-2,2,NA,452
2009,NA,-2,NA,NA,123
2009,NA,1,1,NA,403
2009,NA,1,2,NA,422
2009,NA,1,NA,NA,122
2009,NA,2,1,NA,313
2009,NA,2,2,NA,321
2009,NA,2,NA,NA,67
2009,NA,3,1,NA,301
2009,NA,3,2,NA,253
2009,NA,3,NA,NA,76
2009,NA,4,1,NA,420
2009,NA,4,2,NA,384
2009,NA,4,NA,NA,93
2009,NA,5,1,NA,339
2009,NA,5,2,NA,330
2009,NA,5,NA,NA,62
2009,NA,6,1,NA,620
2009,NA,6,2,NA,619
2009,NA,6,NA,NA,136
2009,NA,7,1,NA,765
2009,NA,7,2,NA,715
2009,NA,7,NA,NA,152
2009,NA,8,1,NA,806
2009,NA,8,2,NA,800
2009,NA,8,NA,NA,147
2009,NA,9,1,NA,849
2009,NA,9,2,NA,829
2009,NA,9,NA,NA,139
2009,NA,10,1,NA,694
2009,NA,10,2,NA,685
2009,NA,10,NA,NA,116
2009,NA,11,1,NA,1172
2009,NA,11,2,NA,1116
2009,NA,11,NA,NA,203
2009,NA,12,1,NA,1194
2009,NA,12,2,NA,1102
2009,NA,12,NA,NA,138
2009,NA,13,1,NA,1553
2009,NA,13,2,NA,1493
2009,NA,13,NA,NA,212
2009,NA,14,1,NA,1766
2009,NA,14,2,NA,1757
2009,NA,14,NA,NA,195
2009,NA,15,1,NA,1640
2009,NA,15,2,NA,1599
2009,NA,15,NA,NA,174
2009,NA,16,1,NA,1195
2009,NA,16,2,NA,1106
2009,NA,16,NA,NA,121
2009,NA,NA,1,NA,66
2009,NA,NA,2,NA,60
2009,NA,NA,NA,NA,14551
2011,4,NA,1,29.4599627560521,2685
2011,4,NA,2,30.051432770022,2722
2011,5,NA,1,32.0754716981132,4028
2011,5,NA,2,34.9509921109252,4183
2011,6,NA,1,37.0107238605898,7460
2011,6,NA,2,39.5157264103844,8012
2011,7,NA,1,36.620294599018,34216
2011,7,NA,2,37.6353884607373,38408
2011,NA,NA,1,30.1656389795672,16542
2011,NA,NA,2,30.0887215165635,15667
2011,NA,NA,NA,0,18337
2013,NA,NA,NA,60.2602655879927,150308
2015,4,1,1,86.046511627907,86
2015,4,1,2,86.4864864864865,111
2015,4,2,1,86.9565217391304,46
2015,4,2,2,90.2439024390244,41
